"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE"
"zero",100051,45,61,764779,698,4,1,"unsat","little","never_thought","LEAVE"
"one",155557,0,23,412135,439,0,6,"very_unsat","very_little","considering","STAY"
"zero",96585,40,0,227466,383,3,4,"avg","little","considering","STAY"
"one",31416,0,37,249165,322,0,2,"very_unsat","little","actively_looking_into_it","STAY"
"zero",115364,0,13,421024,652,0,5,"avg","very_high","never_thought","STAY"
"one",90926,25,57,960983,334,4,1,"very_unsat","very_high","no","STAY"
"zero",101373,0,8,177158,707,1,5,"very_unsat","very_little","considering","STAY"
"zero",60331,0,0,721638,285,0,2,"unsat","little","no","STAY"
"zero",53285,0,24,522963,258,3,5,"unsat","very_high","no","STAY"
"one",24485,203,0,207814,852,28,5,"unsat","little","no","STAY"
"one",117797,200,50,292894,864,19,2,"sat","very_little","never_thought","LEAVE"
"zero",88886,0,12,880844,251,0,6,"unsat","little","considering","STAY"
"one",23794,0,13,754662,152,0,6,"very_unsat","very_high","considering","LEAVE"
"zero",41146,0,83,354864,169,1,1,"very_sat","avg","actively_looking_into_it","STAY"
"zero",48619,233,0,217156,207,21,8,"avg","little","considering","STAY"
"zero",26371,182,22,541226,160,13,6,"very_unsat","very_high","considering","LEAVE"
"one",149370,70,7,200020,582,4,4,"avg","little","actively_looking_into_it","STAY"
"zero",37751,0,14,630865,171,0,6,"very_unsat","high","no","STAY"
"zero",109240,71,26,279529,373,4,1,"very_sat","little","no","STAY"
"zero",86274,0,50,512581,272,1,1,"very_unsat","very_little","considering","LEAVE"
"one",24112,0,0,377126,156,1,10,"very_unsat","little","perhaps","LEAVE"
"zero",95936,0,0,273060,381,0,8,"avg","little","considering","LEAVE"
"zero",120971,209,0,630873,613,16,11,"unsat","very_little","considering","LEAVE"
"zero",135621,0,0,161445,621,1,11,"very_unsat","little","never_thought","STAY"
"one",39322,0,42,547220,398,5,2,"very_sat","very_high","no","LEAVE"
"zero",98969,0,13,535037,269,16,4,"very_unsat","little","no","STAY"
"one",38553,57,16,438771,177,4,5,"unsat","little","considering","STAY"
"one",54783,46,39,176731,311,14,1,"unsat","very_high","actively_looking_into_it","LEAVE"
"one",28969,167,8,411618,216,14,5,"very_unsat","high","considering","LEAVE"
"zero",156451,0,7,226216,778,1,5,"very_unsat","high","considering","LEAVE"
"one",113076,0,0,554967,721,3,14,"very_unsat","avg","no","STAY"
"one",39847,211,0,862161,169,11,9,"avg","very_high","considering","LEAVE"
"zero",137334,0,8,263537,828,0,6,"very_sat","little","actively_looking_into_it","STAY"
"one",39849,0,0,204891,152,1,2,"very_unsat","very_little","never_thought","STAY"
"one",87996,0,21,193588,371,1,5,"unsat","very_little","actively_looking_into_it","STAY"
"zero",62534,0,37,814147,264,1,1,"very_unsat","little","no","STAY"
"zero",45356,73,5,256935,170,24,5,"very_unsat","very_high","actively_looking_into_it","LEAVE"
"zero",72400,0,0,632219,404,1,12,"very_unsat","very_little","perhaps","STAY"
"one",124522,59,0,785739,886,5,10,"unsat","very_high","never_thought","STAY"
"zero",27575,79,0,169176,297,5,12,"very_sat","high","no","LEAVE"
"one",40998,182,5,388997,156,16,4,"unsat","very_high","actively_looking_into_it","STAY"
"one",20233,160,0,252195,163,24,5,"very_sat","little","no","LEAVE"
"zero",82304,170,34,517128,369,26,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",118441,81,88,169595,853,4,1,"very_sat","little","no","LEAVE"
"zero",24951,0,87,502197,173,0,2,"very_unsat","very_high","considering","STAY"
"zero",117245,204,0,843989,801,10,4,"unsat","little","actively_looking_into_it","LEAVE"
"zero",95062,70,20,214902,315,5,8,"very_sat","little","actively_looking_into_it","STAY"
"one",20100,191,12,740368,196,27,4,"very_unsat","very_little","perhaps","LEAVE"
"one",33332,72,5,926277,309,4,4,"very_unsat","very_little","considering","STAY"
"one",123228,81,9,348130,378,3,6,"avg","very_little","no","LEAVE"
"zero",44449,0,24,167264,151,0,2,"very_sat","very_high","considering","STAY"
"zero",153454,184,11,337386,854,27,10,"unsat","little","actively_looking_into_it","LEAVE"
"one",46595,196,0,435690,185,24,8,"very_unsat","little","perhaps","LEAVE"
"zero",41251,232,0,317795,205,25,13,"avg","very_high","considering","LEAVE"
"zero",144496,49,11,489039,581,3,4,"very_sat","little","considering","STAY"
"one",94821,153,5,852098,359,17,9,"very_unsat","avg","considering","STAY"
"zero",125384,61,41,782532,537,3,2,"very_sat","little","considering","LEAVE"
"zero",57188,241,0,473882,332,26,2,"sat","high","no","LEAVE"
"one",100631,257,0,433947,685,19,14,"avg","little","considering","STAY"
"zero",140825,42,83,390993,596,3,2,"very_sat","little","no","STAY"
"one",35290,68,23,984115,210,5,5,"very_unsat","little","actively_looking_into_it","STAY"
"zero",157473,248,88,358233,409,29,1,"avg","high","considering","STAY"
"zero",22557,60,0,375888,149,23,13,"unsat","very_high","no","STAY"
"zero",45145,0,17,464091,216,0,5,"very_unsat","very_high","considering","STAY"
"one",20224,223,11,376308,207,14,4,"avg","very_high","actively_looking_into_it","LEAVE"
"one",61968,207,0,536515,313,20,12,"very_sat","little","actively_looking_into_it","LEAVE"
"zero",54260,0,0,176137,335,1,2,"unsat","very_little","no","LEAVE"
"one",32770,60,77,556074,225,5,8,"unsat","very_high","considering","LEAVE"
"zero",34648,204,74,341258,843,22,2,"very_unsat","high","actively_looking_into_it","LEAVE"
"zero",63885,0,19,264855,276,1,5,"unsat","high","actively_looking_into_it","STAY"
"one",134642,230,78,258681,678,14,2,"very_unsat","little","considering","LEAVE"
"zero",65531,161,87,240908,298,23,1,"unsat","little","perhaps","LEAVE"
"one",52013,231,26,284274,342,19,1,"unsat","little","no","LEAVE"
"zero",108678,69,0,740816,529,4,9,"very_sat","very_high","actively_looking_into_it","STAY"
"zero",57157,41,74,248089,656,4,2,"very_unsat","very_high","actively_looking_into_it","STAY"
"zero",134742,0,0,605228,550,0,10,"unsat","little","actively_looking_into_it","LEAVE"
"one",128548,177,73,310928,502,22,1,"very_unsat","little","considering","LEAVE"
"zero",125364,0,19,179098,829,0,4,"very_sat","very_little","considering","LEAVE"
"zero",137836,181,39,198198,511,28,1,"very_sat","very_little","considering","STAY"
"zero",57982,0,17,175755,374,1,5,"avg","little","actively_looking_into_it","STAY"
"one",42181,72,0,214066,197,3,10,"very_sat","little","considering","STAY"
"one",39061,0,0,202126,151,0,11,"very_unsat","very_little","never_thought","LEAVE"
"one",102331,216,16,260156,452,11,6,"very_sat","high","considering","LEAVE"
"one",49022,0,0,655601,199,0,14,"very_sat","very_little","no","STAY"
"one",65637,0,44,865732,720,1,2,"very_unsat","high","no","STAY"
"one",40530,75,14,457314,248,0,6,"unsat","very_little","no","STAY"
"zero",74690,66,72,407995,357,5,1,"very_sat","little","no","STAY"
"one",21068,209,0,678672,197,1,13,"very_unsat","very_little","never_thought","STAY"
"zero",49866,48,0,262845,173,5,6,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",102121,160,28,634933,686,23,1,"avg","little","actively_looking_into_it","LEAVE"
"zero",127683,239,76,289645,218,15,2,"very_unsat","little","considering","STAY"
"one",108358,234,61,534548,416,20,1,"unsat","high","actively_looking_into_it","LEAVE"
"one",148720,150,77,379730,587,28,1,"very_unsat","very_little","no","LEAVE"
"one",48740,45,0,766856,230,5,9,"very_sat","little","no","STAY"
"one",153226,149,15,941948,607,3,6,"very_unsat","very_high","never_thought","STAY"
"one",95199,192,21,282500,341,15,5,"very_sat","avg","considering","LEAVE"
"zero",31259,0,5,738536,205,1,4,"very_unsat","high","never_thought","STAY"
"zero",150781,92,0,438498,889,4,15,"very_unsat","little","considering","LEAVE"
"zero",74253,245,0,864476,289,12,8,"unsat","little","considering","STAY"
"one",44134,210,0,554620,153,28,11,"very_unsat","very_high","considering","STAY"
"one",157156,0,44,767004,408,1,1,"unsat","very_little","perhaps","STAY"
"zero",146929,203,17,540203,679,15,6,"very_sat","high","never_thought","STAY"
"zero",62362,0,15,767490,277,1,6,"very_sat","very_little","perhaps","STAY"
"zero",101578,91,31,278894,669,5,1,"unsat","very_little","perhaps","LEAVE"
"one",35701,213,42,968928,246,18,1,"very_unsat","avg","no","STAY"
"one",20400,207,0,770967,163,17,13,"avg","little","actively_looking_into_it","STAY"
"one",50399,284,0,789024,379,11,14,"unsat","very_high","never_thought","STAY"
"zero",131811,0,0,471931,845,1,13,"very_sat","little","actively_looking_into_it","LEAVE"
"one",27538,52,0,515374,172,3,12,"very_sat","very_little","considering","LEAVE"
"zero",72308,0,42,324089,596,0,2,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",157848,0,22,915549,442,1,4,"unsat","high","considering","STAY"
"one",106901,185,0,533656,755,14,10,"very_unsat","little","considering","LEAVE"
"zero",133961,0,0,886270,479,0,12,"unsat","very_little","never_thought","LEAVE"
"zero",68302,62,75,247138,309,12,1,"unsat","very_high","considering","STAY"
"one",26113,0,0,292652,189,0,14,"very_sat","very_little","never_thought","STAY"
"one",135099,83,33,744862,581,3,1,"very_sat","very_little","considering","STAY"
"one",106353,54,43,478045,568,5,2,"very_sat","very_little","no","LEAVE"
"one",83912,59,21,821611,368,3,1,"very_unsat","very_little","considering","STAY"
"one",42844,0,22,262661,197,0,6,"very_sat","little","considering","STAY"
"zero",48360,61,13,217613,149,5,5,"sat","very_little","no","LEAVE"
"zero",113508,39,46,257336,155,3,1,"very_sat","little","no","LEAVE"
"zero",22873,184,16,523536,230,21,6,"very_unsat","very_high","no","LEAVE"
"one",139573,64,21,212836,756,4,4,"very_sat","very_high","no","STAY"
"zero",31841,224,0,152219,623,29,15,"very_unsat","little","actively_looking_into_it","LEAVE"
"one",26517,0,0,727096,134,1,10,"very_sat","little","never_thought","STAY"
"zero",42497,152,5,155368,201,18,4,"very_unsat","little","never_thought","LEAVE"
"one",33120,0,0,359443,262,24,13,"very_unsat","high","no","LEAVE"
"zero",91546,205,10,311712,273,24,4,"very_unsat","little","considering","STAY"
"one",150186,0,0,178654,470,1,6,"avg","very_high","actively_looking_into_it","LEAVE"
"zero",80432,0,22,443670,369,10,5,"very_unsat","high","actively_looking_into_it","STAY"
"one",40684,160,59,343583,225,21,4,"unsat","very_high","no","STAY"
"one",99341,186,12,448922,256,10,5,"very_unsat","very_high","perhaps","LEAVE"
"zero",76795,0,85,606826,346,0,2,"very_unsat","very_high","no","STAY"
"one",158737,0,0,704264,647,1,9,"very_sat","very_high","actively_looking_into_it","LEAVE"
"zero",55763,0,21,995531,325,1,4,"unsat","very_little","considering","LEAVE"
"one",36619,59,7,447988,219,4,4,"very_unsat","little","never_thought","LEAVE"
"one",45314,154,13,236782,287,17,4,"very_unsat","little","considering","LEAVE"
"zero",48550,185,0,351908,200,22,8,"very_unsat","very_little","no","LEAVE"
"one",68483,0,15,230487,366,0,6,"very_unsat","very_high","no","STAY"
"zero",115909,66,0,516207,696,3,14,"very_unsat","little","no","LEAVE"
"one",142959,56,0,872929,779,3,14,"avg","little","never_thought","STAY"
"one",30957,141,9,951993,162,21,4,"very_unsat","little","considering","STAY"
"zero",30013,179,0,213807,244,11,15,"very_unsat","very_high","perhaps","LEAVE"
"one",75005,184,62,299657,336,27,6,"very_sat","little","considering","LEAVE"
"one",49647,65,89,259809,161,4,1,"unsat","very_little","considering","LEAVE"
"one",86725,173,0,887977,332,4,10,"avg","little","no","STAY"
"one",103284,0,0,942959,700,1,11,"very_sat","very_high","perhaps","STAY"
"zero",38272,202,52,578018,173,15,2,"very_sat","little","no","LEAVE"
"zero",29338,43,22,164753,133,3,6,"very_unsat","high","considering","STAY"
"one",45743,0,0,458243,259,3,11,"very_unsat","high","considering","LEAVE"
"zero",57325,0,0,404902,167,1,14,"very_sat","high","actively_looking_into_it","LEAVE"
"one",81222,59,51,657425,343,4,2,"very_sat","very_little","actively_looking_into_it","STAY"
"zero",140226,83,78,750004,795,4,1,"very_unsat","avg","no","LEAVE"
"one",37150,144,0,590227,199,27,8,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"zero",61269,46,80,940525,378,5,2,"very_sat","high","actively_looking_into_it","STAY"
"zero",110360,0,0,279223,157,0,10,"very_unsat","little","considering","LEAVE"
"zero",34090,43,23,961544,237,3,5,"very_unsat","little","actively_looking_into_it","STAY"
"one",154389,92,69,187195,277,3,2,"very_sat","little","considering","LEAVE"
"one",132751,191,16,268865,600,14,4,"very_sat","very_high","considering","LEAVE"
"one",152249,0,15,459810,899,0,4,"unsat","very_little","actively_looking_into_it","LEAVE"
"zero",25716,0,0,240213,241,0,14,"avg","very_high","considering","LEAVE"
"one",56721,0,37,187136,346,0,2,"very_unsat","high","actively_looking_into_it","LEAVE"
"one",68591,62,71,573771,362,4,2,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",39662,198,21,295689,207,20,4,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"zero",144283,218,6,845600,723,19,4,"very_unsat","very_little","perhaps","LEAVE"
"one",112635,0,0,638973,473,0,11,"very_sat","avg","considering","LEAVE"
"zero",150018,200,48,840963,814,18,2,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",24389,192,10,559097,174,28,6,"very_sat","very_high","actively_looking_into_it","LEAVE"
"zero",95992,0,15,293646,319,0,4,"sat","very_little","perhaps","STAY"
"one",119327,34,0,351676,532,1,9,"very_unsat","very_little","no","LEAVE"
"zero",69820,61,0,871199,280,3,8,"very_sat","very_high","no","STAY"
"one",61576,0,77,514395,325,1,1,"very_unsat","little","actively_looking_into_it","STAY"
"one",83641,45,0,803803,258,5,15,"very_sat","avg","considering","STAY"
"one",129464,139,0,250838,675,21,1,"very_unsat","very_high","considering","LEAVE"
"zero",53095,188,8,407979,374,1,4,"very_unsat","little","actively_looking_into_it","STAY"
"zero",21705,60,85,311947,180,3,2,"very_unsat","very_high","never_thought","STAY"
"one",150303,0,23,586587,670,0,5,"unsat","very_high","no","STAY"
"one",66929,0,19,385643,307,0,4,"unsat","little","no","LEAVE"
"zero",88596,56,59,524782,371,4,2,"unsat","little","never_thought","LEAVE"
"zero",59545,206,10,397019,364,12,5,"very_unsat","little","considering","LEAVE"
"one",74702,0,0,554338,381,1,8,"very_sat","little","considering","STAY"
"zero",149779,0,21,570455,543,1,6,"very_unsat","high","considering","STAY"
"one",45657,62,37,573377,249,3,1,"very_unsat","little","never_thought","LEAVE"
"one",56771,64,53,267774,288,5,2,"very_sat","little","actively_looking_into_it","STAY"
"one",104681,0,76,417509,564,0,2,"avg","very_high","no","STAY"
"one",44876,60,0,441178,214,4,10,"very_unsat","very_little","actively_looking_into_it","LEAVE"
"one",123826,37,21,206492,860,5,6,"very_unsat","little","considering","LEAVE"
"zero",47405,193,16,177566,242,23,6,"avg","little","actively_looking_into_it","LEAVE"
"one",112516,68,62,552473,850,5,1,"avg","little","considering","LEAVE"
"one",66878,0,49,159161,376,1,1,"very_unsat","very_little","no","STAY"
"one",70793,270,13,379092,291,1,4,"unsat","little","never_thought","STAY"
"one",131989,58,36,764113,733,4,1,"very_sat","very_little","never_thought","STAY"
"zero",96534,202,43,236634,304,22,5,"very_unsat","very_high","considering","LEAVE"
"one",123191,240,0,820467,706,11,11,"unsat","very_high","considering","LEAVE"
"one",82251,69,0,615508,345,5,8,"very_sat","little","never_thought","STAY"
"one",59946,196,13,333614,360,10,6,"very_unsat","little","considering","LEAVE"
"one",41637,244,0,235067,146,18,13,"unsat","little","no","LEAVE"
"one",84616,184,87,962952,225,17,2,"very_sat","little","no","STAY"
"zero",146674,0,0,659294,719,1,12,"unsat","very_high","considering","LEAVE"
"one",43701,193,0,173906,148,21,2,"unsat","very_high","considering","LEAVE"
"one",40500,0,48,817688,157,1,2,"avg","very_little","considering","LEAVE"
"one",61321,42,0,970851,386,3,15,"very_sat","little","perhaps","STAY"
"one",130161,0,7,458487,850,1,4,"very_unsat","little","actively_looking_into_it","STAY"
"zero",38763,88,0,192370,177,3,15,"avg","very_high","never_thought","STAY"
"one",42445,70,76,188695,167,3,1,"very_unsat","little","considering","LEAVE"
"zero",33076,168,0,229789,237,4,14,"very_unsat","very_high","considering","LEAVE"
"one",37387,233,0,239369,244,19,8,"unsat","little","no","LEAVE"
"one",139646,207,9,535496,773,22,6,"unsat","very_high","actively_looking_into_it","LEAVE"
"zero",75001,0,0,618188,250,0,11,"avg","very_high","never_thought","LEAVE"
"one",95068,197,20,859948,348,16,6,"very_sat","little","actively_looking_into_it","STAY"
"zero",141300,231,22,789637,524,25,5,"very_sat","very_little","actively_looking_into_it","STAY"
"zero",159691,0,29,264399,392,1,2,"very_sat","very_little","actively_looking_into_it","STAY"
"one",67688,78,61,457803,386,5,2,"very_sat","little","considering","STAY"
"one",46375,56,77,201022,188,3,2,"very_sat","very_high","never_thought","LEAVE"
"one",49482,62,24,336082,203,5,6,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",122381,159,0,228639,676,26,10,"very_unsat","high","never_thought","LEAVE"
"one",64126,0,0,996624,278,0,11,"very_unsat","little","no","STAY"
"one",20573,43,0,662005,188,4,15,"very_unsat","very_high","no","STAY"
"one",49515,56,7,152306,238,0,5,"very_sat","little","perhaps","STAY"
"one",158287,41,15,379334,498,4,5,"very_unsat","little","considering","STAY"
"one",27659,180,86,387870,146,20,1,"very_sat","very_little","actively_looking_into_it","LEAVE"
"zero",155321,92,0,454861,864,4,14,"unsat","very_little","no","STAY"
"zero",56764,0,47,975118,251,1,4,"unsat","very_high","considering","STAY"
"zero",154749,206,27,523676,652,17,1,"avg","little","perhaps","STAY"
"zero",92090,192,15,270207,365,14,6,"very_unsat","little","actively_looking_into_it","LEAVE"
"zero",46009,59,51,894443,201,4,2,"very_unsat","little","no","STAY"
"one",123175,260,74,416463,553,28,2,"very_unsat","very_high","considering","LEAVE"
"one",108123,0,0,987559,472,4,10,"unsat","little","actively_looking_into_it","STAY"
